country,plant_name,capacity_megawatt,energy_source
Germany,"Tagewerben II",10.7,"Solar"
Germany,Tannheim,12.3,"Hydro"
Germany,"Tapfheim Solar Power Plant",1.3,"Solar"
Germany,Tarp,6,"Solar"
Germany,"Taucha Solar Power Plant",5.3,"Solar"
Germany,"Templin Solar Power Plant",128.4,"Solar"
Germany,Teufelsbruck,25,"Hydro"
Germany,"Teutschenthal Solar Power Plant",7.1,"Solar"
Germany,"Thermische Abfallbehandlung Lauta GmbH & Co. oHG",15.7,"Waste"
Germany,"Thierhaupten Solar Power Plant",5,"Solar"
Germany,"Thundorf Solar Power Plant",2.1,"Solar"
Germany,Thyrow,296,"Gas"
Germany,Thüngen,18,"Solar"
Germany,"Tiefenbach C1",15,"Solar"
Germany,"Tiefstack power station",194,"Coal"
Germany,"Torgau Solar Power Plant",8.9,"Solar"
Germany,"Treia Solar Power Plant",2.4,"Solar"
Germany,"Trianel Kohlekraftwerk Lünen",746,"Coal"
Germany,"Trianel Natural Gaskraftwerk",838,"Gas"
Germany,"Trianel Windpark Borkum",200,"Wind"
Germany,Trier,18.8,"Hydro"
Germany,Trier,8.4,"Solar"
Germany,"Triglitz D1",8,"Solar"
Germany,"Trogen 1",10,"Solar"
Germany,"Troisdorf Oberlar Solar Power Plant",3.5,"Solar"
Germany,"Turbosatz 1",22.7,"Waste"
Germany,Tutow,42.2,"Solar"
Germany,"Tutow C1",6,"Solar"
Germany,"Tutow Solarpark 1 FF",6.8,"Solar"
Germany,"Tutow Solarpark 2 FF Infrastruktur",25.5,"Solar"
Germany,"Tutow Solarpark 5",19.3,"Solar"
Germany,Tännesberg,4.6,"Solar"
Germany,Töging,85.3,"Hydro"
Germany,"Töpchin Belectric",4.8,"Solar"
Germany,"Töpchin Enerparc",4.1,"Solar"
Germany,"T�pchin - Enerparc Solar Power Plant",4.2,"Solar"
Germany,"UPM Augsburg",29,"Gas"
Germany,"UPM Schongau",10.5,"Hydro"
Germany,"UPM Schwedt",13.3,"Biomass"
Germany,UTB,16,"Biomass"
Germany,"UW Bertikow",340,"Wind"
Germany,"Ulm-Eggingen Solar Power Plant",6.5,"Solar"
Germany,Unterbergen,12.4,"Hydro"
Germany,Unterbreizbach,33.6,"Gas"
Germany,"Unterliezheim Solar Power Plant",1.5,"Solar"
Germany,Unteropfingen,14.2,"Hydro"
Germany,"Untersteinach Solar Power Plant",10,"Solar"
Germany,Unterwengen,5.9,"Solar"
Germany,"Uphusum Solar Power Plant",3.8,"Solar"
Germany,"Uppenborn 1",25,"Hydro"
Germany,"Uppenborn 2",18,"Hydro"
Germany,Urspring,10.1,"Hydro"
Germany,Vahldorf,6.2,"Solar"
Germany,Vehlefanz,5.2,"Solar"
Germany,Vestenbergsgreuth,4.8,"Solar"
Germany,"Viernau Solar Power Plant",1.6,"Solar"
Germany,"Vilseck Solar Power Plant",10,"Solar"
Germany,"Vilshofen an der Donau Solar Power Plant",2,"Solar"
Germany,"Vi�l Solar Power Plant",4,"Solar"
Germany,"Vockerode Solar Power Plant",9.6,"Solar"
Germany,"Vogtsburg Solar Power Plant",7.8,"Solar"
Germany,Vohburg,23.3,"Hydro"
Germany,"Voigstedt Solar Power Plant",3.7,"Solar"
Germany,Voßberg,7.7,"Solar"
Germany,WKW,24,"Hydro"
Germany,"Wachtberg power station",118,"Coal"
Germany,"Waehlitz power station",31,"Coal"
Germany,"Walbeck Solar Power Plant",2.5,"Solar"
Germany,Walchensee,124,"Hydro"
Germany,"Waldalgesheim Solar Power Plant",2.5,"Solar"
Germany,"Waldbrunn BY",5,"Solar"
Germany,"Waldbrunn Solar Power Plant",4.6,"Solar"
Germany,"Waldeck 2",480,"Hydro"
Germany,Waldeck1/Bringhausen,143,"Hydro"
Germany,Waldpolenz,42.9,"Solar"
Germany,"Waldpolenz Solar Power Plant",45,"Solar"
Germany,"Waldpolenz extn",12.3,"Solar"
Germany,"Waldrehna Solar Power Plant",52.7,"Solar"
Germany,"Walheim power station",267,"Coal"
Germany,"Wallhausen Solar Power Plant",5.4,"Solar"
Germany,"Wange Solar Power Plant",5.2,"Solar"
Germany,Wanzleben,4.3,"Solar"
Germany,Wasserburg,24.1,"Hydro"
Germany,"Waste Incinerator #1",11.6,"Waste"
Germany,Wedel,101,"Oil"
Germany,"Wedel power station",260,"Coal"
Germany,"Weeze Solar Power Plant",14,"Solar"
Germany,Weferlingen,4.5,"Solar"
Germany,Wehr,910,"Hydro"
Germany,Weiher,655.6,"Coal"
Germany,"Weil Solar Power Plant",1.4,"Solar"
Germany,"Weimar - Hydrema Solar Power Plant",1,"Solar"
Germany,"Weiskirchen D1",10,"Solar"
Germany,"Weisweiler power station",1800,"Coal"
Germany,Weißenfels,7.6,"Solar"
Germany,"Welzow II Flughafen",18.6,"Solar"
Germany,Wendefurth,79.7,"Hydro"
Germany,"Werdau Solar Power Plant",1.7,"Solar"
Germany,"Werkskraftwerk Sappi Alfeld 1",16.8,"Biomass"
Germany,"Werkskraftwerk Sappi Alfeld 2",20,"Gas"
Germany,"Werkskraftwerk Sappi Ehingen",21.2,"Biomass"
Germany,"Werneuchen - Enerparc Solar Power Plant",18.8,"Solar"
Germany,"Werneuchen - S&Z Solar Power Plant",2.2,"Solar"
Germany,"Werneuchen A1",8,"Solar"
Germany,"Werneuchen D1",4,"Solar"
Germany,"Werneuchen D2",4,"Solar"
Germany,"Weserkraftwerk Bremen",9.9,"Hydro"
Germany,"Westerwiehe 1 Solar Power Plant",2,"Solar"
Germany,"Westerwiehe 2 Solar Power Plant",1,"Solar"
Germany,Westfalen,1049,"Coal"
Germany,"Westheim Solar Power Plant",2.9,"Solar"
Germany,"Wetschhauser Hof Solar Power Plant",4.1,"Solar"
Germany,Wi-Biebrich,31.7,"Biomass"
Germany,"Wiesenena Solar Power Plant",5.2,"Solar"
Germany,"Wilhelmshaven (Oil)",56,"Oil"
Germany,"Wilhelmshaven power station",757,"Coal"
Germany,Wilmersdorf,828,"Oil"
Germany,"Windpark Arneburg 2",31.5,"Wind"
Germany,"Windpark Arneburg 2",117,"Wind"
Germany,"Windpark Dahme",76.5,"Wind"
Germany,"Windpark Druxberge",116.7,"Wind"
Germany,"Windpark Fehmarn",143,"Wind"
Germany,"Windpark Hakenstedt",82.7,"Wind"
Germany,"Windpark Hüselitz",92.4,"Wind"
Germany,"Windpark Klettwitz",89.1,"Wind"
Germany,"Windpark Reußenköge",189.312,"Wind"
Germany,"Windpark Riffgat",113.4,"Wind"
Germany,"Windparks Biere und Borne",94.5,"Wind"
Germany,Wintershall,109.5,"Gas"
Germany,Wintrich,20,"Hydro"
Germany,"Wismar Solar Power Plant",8.6,"Solar"
Germany,"Wisselsing Solar Power Plant",6.2,"Solar"
Germany,"Wittenberge Solar Power Plant",3.9,"Solar"
Germany,"Wittstock E1",10,"Solar"
Germany,Witzleshofen,5.5,"Solar"
Germany,Witznau,220,"Hydro"
Germany,Woggersin,5.5,"Solar"
Germany,"Woldegk Solar Power Plant",9,"Solar"
Germany,"Wulfen Solar Power Plant",2.7,"Solar"
Germany,"Wuppertal-Elberfeld power station",85,"Coal"
Germany,Wusseken,10,"Solar"
Germany,"Wustermark Solar Power Plant",3,"Solar"
Germany,Wülknitz,11.2,"Solar"
Germany,"W�lfersheim Solar Power Plant",5.3,"Solar"
Germany,"W�nsdorf Solar Power Plant",7.8,"Solar"
Germany,"W�rrstadt Solar Power Plant",5.6,"Solar"
Germany,X-Kraftwerk,27,"Gas"
Germany,ZWSF,2.5,"Waste"
Germany,"Zachow Solar Power Plant",5.5,"Solar"
Germany,"Zahna Solar Power Plant",3.3,"Solar"
Germany,"Zeithain 1",12,"Solar"
Germany,"Zeithain E1",5,"Solar"
Germany,"Zeithain E2",10,"Solar"
Germany,"Zeithain G1",13,"Solar"
Germany,"Zeithain J1",8.5,"Solar"
Germany,"Zeithain J2",21.5,"Solar"
Germany,"Zellstoff Stendal GmbH",138.9,"Biomass"
Germany,Zeltingen,13.6,"Hydro"
Germany,Zerbst,37.8,"Solar"
Germany,"Zerbst I",9,"Solar"
Germany,"Zerbst III-V",24.9,"Solar"
Germany,"Zerbst Solar Power Plant",12,"Solar"
Germany,Zerre,8,"Solar"
Germany,Ziegelscheune,8,"Solar"
Germany,Zielitz,52,"Gas"
Germany,"Zolling power station",528,"Biomass"
Germany,Zscherndorf,8.5,"Solar"
Germany,Zultenberg,5,"Solar"
Germany,"Zweimen Solar Power Plant",4,"Solar"
Germany,"Zwochau Solar Power Plant",3.8,"Solar"
Ghana,Aksombo,1038,"Hydro"
Ghana,Bui,400,"Hydro"
Ghana,"Gomoa Onyadze",20,"Solar"
Ghana,Kpong,160,"Hydro"
Ghana,"Takoradi 1",330,"Gas"
Ghana,Tema,160,"Gas"
Greece,Aerino,5.5,"Solar"
Greece,"Agios Dimitrios power station",1595,"Coal"
Greece,"Agios Georgiou",360,"Gas"
Greece,"Agrilia Baka Solar Power Plant",4.9,"Solar"
Greece,Aitoloakarnania,5,"Solar"
Greece,"Alasia Solar Power Plant",1.5,"Solar"
Greece,Aliveri,420,"Gas"
Greece,"Amyntaio power station",600,"Coal"
Greece,"Ano Liosia",24,"Waste"
Greece,Assomata,108,"Hydro"
Greece,"Athens Airport Solar Power Plant",8,"Solar"
Greece,Atherinolakkos,102,"Oil"
Greece,"Axiochori Solar Power Plant",6,"Solar"
Greece,Chania,134,"Gas"
Greece,Chonos,4.5,"Wind"
Greece,"DERVENI-MIKRO DERVENI-SLIVA",24,"Wind"
Greece,"DIDIMOS LOFOS",26,"Wind"
Greece,"Dimossia Solar Power Plant",2,"Solar"
Greece,Domokos,10.4,"Solar"
Greece,Drama,5,"Solar"
Greece,"Florina Solar Power Plant",4.3,"Solar"
Greece,"Florina power station",330,"Coal"
Greece,"GOURI MELES",32.2,"Wind"
Greece,Helpe,8.7,"Solar"
Greece,"Heron I",148,"Gas"
Greece,"Heron II",432,"Gas"
Greece,Ilarionas,154,"Hydro"
Greece,"KREKEZA MOUGOLIOS",12,"Wind"
Greece,"Kardia power station",1250,"Coal"
Greece,Karditsa,9,"Solar"
Greece,Kastoria,6,"Solar"
Greece,Kastraki,320,"Hydro"
Greece,"Kavasila Solar Power Plant",4.9,"Solar"
Greece,"Korinthos Power Plant",437,"Gas"
Greece,Kotomini,485,"Gas"
Greece,"Kourtesi 1 Solar Power Plant",4.9,"Solar"
Greece,"Kourtesi 2 Solar Power Plant",4.9,"Solar"
Greece,"Koutsopodi Solar Power Plant",2,"Solar"
Greece,Kremasta,437,"Hydro"
Greece,LOGGARAKIA,18,"Wind"
Greece,Ladhon,70,"Hydro"
Greece,Lavrio,723,"Gas"
Greece,"Limnochori Solar Power Plant",4.8,"Solar"
Greece,Linoperamata,193,"Oil"
Greece,"Louros Dam",10,"Hydro"
Greece,MYTOULA,34.2,"Wind"
Greece,"Magiko Solar Power Plant",1.9,"Solar"
Greece,"Megalopoli power station",600,"Coal"
Greece,"Megalopolis V",811,"Gas"
Greece,Mesokomo,5,"Solar"
Greece,Messochora,160,"Hydro"
Greece,Mithras,6,"Solar"
Greece,"Moutsara 1 Solar Power Plant",7,"Solar"
Greece,"Moutsara 2 Solar Power Plant",7,"Solar"
Greece,PERDIKOKORIFI,14.45,"Wind"
Greece,Palaiochora,9,"Solar"
Greece,"Palioklisi Solar Power Plant",1.9,"Solar"
Greece,"Panagia Solar Power Plant",4,"Solar"
Greece,Perdikas,320,"Hydro"
Greece,"Pigae Aoos",210,"Hydro"
Greece,Plastiras,130,"Hydro"
Greece,Platanovryssi,108,"Hydro"
Greece,"Polydamada Solar Power Plant",10,"Solar"
Greece,Polyphyto,124,"Hydro"
Greece,Pournari,334,"Hydro"
Greece,"Preveza Solar Power Plant",4,"Solar"
Greece,"Protergia Power Plant",444,"Gas"
Greece,Ptolemais,620,"Coal"
Greece,Pyrgari,5.4,"Wind"
Greece,"Pyrgos Solar Power Plant",1.7,"Solar"
Greece,"Revenia Solar Power Plant",7.5,"Solar"
Greece,Rodopi,4.5,"Solar"
Greece,Sfikia,315,"Hydro"
Greece,"Skala I",6,"Solar"
Greece,"Skala II-IV",23,"Solar"
Greece,Smokovo,10,"Hydro"
Greece,"South Rhodes Power Plant",206,"Oil"
Greece,Stratos,150,"Hydro"
Greece,"Stroussi Solar Power Plant",6.4,"Solar"
Greece,Sykia,160,"Hydro"
Greece,"TSIKNA PRINIAS PROFITIS ILIAS PYRGARI",11.2,"Wind"
Greece,TSILIKOKA,21,"Wind"
Greece,"TSOUKA TSOUGARI",12,"Wind"
Greece,"Thessaloniki Power Plant",390,"Gas"
Greece,Thissavros,381,"Hydro"
Greece,"Thisvi Power Station",421,"Gas"
Greece,"Thiva Solar Power Plant",5,"Solar"
Greece,"Tripolis Solar Power Plant",2,"Solar"
Greece,"Volos Solar Power Plant",2,"Solar"
Greece,Xirokambi,6,"Solar"
Guatemala,Aguacapa,90,"Hydro"
Guatemala,"Arizona Vapor",170,"Oil"
Guatemala,Biomass,119,"Biomass"
Guatemala,Candelaria,4.6,"Hydro"
Guatemala,Chixoy,300,"Hydro"
Guatemala,Choloma,9.7,"Hydro"
Guatemala,Concepcion,27.5,"Biomass"
Guatemala,"Costa Sur",30.2,"Coal"
Guatemala,DARSA,5,"Oil"
Guatemala,"El Canada",48.1,"Hydro"
Guatemala,"El Capulin",3.5,"Hydro"
Guatemala,"El Cobano",11,"Hydro"
Guatemala,"El Manantial",3.8,"Hydro"
Guatemala,"El Pilar",33.4,"Biomass"
Guatemala,"El Porvenir",2.3,"Hydro"
Guatemala,"El Recreo",26,"Hydro"
Guatemala,"El Salto",2,"Hydro"
Guatemala,"Electro Generacion Cristal Bunker",10,"Oil"
Guatemala,Electrogeneracion,15.8,"Oil"
Guatemala,"Escuintla Gas 3",35,"Oil"
Guatemala,"Escuintla Gas 5",41.9,"Oil"
Guatemala,GECSA,53.5,"Oil"
Guatemala,GENOR,46.2,"Oil"
Guatemala,GENOSA,18.6,"Oil"
Guatemala,"Generadora Progreso",22,"Oil"
Guatemala,"Horus 1 y 2",80,"Solar"
Guatemala,"Horus II",30,"Solar"
Guatemala,"Industria Textiles Del Lago",70,"Oil"
Guatemala,"Jaguar Energy power station",300,"Coal"
Guatemala,"Jurun Marinala",60,"Hydro"
Guatemala,"La Libertad",20,"Coal"
Guatemala,"La Union",78,"Biomass"
Guatemala,"Laguna Gas 1",17,"Oil"
Guatemala,"Laguna Gas 2",26,"Oil"
Guatemala,"Las Palmas",89,"Oil"
Guatemala,"Las Palmas II",83,"Coal"
Guatemala,"Las Vacas",39,"Hydro"
Guatemala,"Los Esclavos",15,"Hydro"
Guatemala,"Madre Tierra",28,"Biomass"
Guatemala,Magdalena,145,"Biomass"
Guatemala,Matanzas,12,"Hydro"
Guatemala,"Monte Cristo",13.5,"Hydro"
Guatemala,"Olmeca I",3.8,"Waste"
Guatemala,"Olmeca III",2.1,"Waste"
Guatemala,Ortitlán,25.2,"Geothermal"
Guatemala,Oxec,26.1,"Hydro"
Guatemala,"Palin II",5.8,"Hydro"
Guatemala,"Palo Gordo",76.9,"Biomass"
Guatemala,"Palo Viejo",85,"Hydro"
Guatemala,Panan,7.3,"Hydro"
Guatemala,Pantaleon,82,"Biomass"
Guatemala,Pasabien,12.8,"Hydro"
Guatemala,Poliwatt,129.4,"Oil"
Guatemala,"Poza Verde",12.5,"Hydro"
Guatemala,"Puerto Quetzal Power",59,"Oil"
Guatemala,Renace,68.1,"Hydro"
Guatemala,"Rio Bobos",10,"Hydro"
Guatemala,SIDEGUA,44,"Oil"
Guatemala,"San Antonio El Sitio",48,"Wind"
Guatemala,"San Diego",5,"Biomass"
Guatemala,"San Isidro",3.9,"Hydro"
Guatemala,"San Jose",139,"Coal"
Guatemala,"Santa Ana",104.5,"Biomass"
Guatemala,"Santa Lucia",44,"Biomass"
Guatemala,"Santa Maria",6,"Hydro"
Guatemala,"Santa Teresa",17,"Hydro"
Guatemala,Secacao,16.5,"Hydro"
Guatemala,Sibo,5,"Solar"
Guatemala,"Stewart & Stevenson",51,"Oil"
Guatemala,Tampa,80,"Oil"
Guatemala,Trinidad,86.8,"Biomass"
Guatemala,Tulula,50,"Biomass"
Guatemala,"Viento Blanco",23.1,"Wind"
Guatemala,"Vision de Aguila",2.1,"Hydro"
Guatemala,Xacbal,94,"Hydro"
Guatemala,Zunil,28.6,"Geothermal"
Guinea,Boke,45,"Hydro"
Guinea,Donkea,15,"Hydro"
Guinea,Garafiri,75,"Hydro"
Guinea,"Grandes Chutes",28.32,"Hydro"
Guinea,Kaleta,240,"Hydro"
Guinea,Kamsar,26.28,"Oil"
Guinea,Sangaredi,16.57,"Oil"
Guinea,Tinkisso,15,"Hydro"
Guinea,Tombo,49.25,"Oil"
Guinea-Bissau,Bissau,18.237,"Oil"
Guyana,"Kingston 1",22,"Oil"
Guyana,"Kingston 11",36.3,"Oil"
Guyana,Skeldon,30,"Biomass"
Guyana,"Versailles Power Station",22,"Oil"
Guyana,"Vreed en Hoop",26,"Oil"
Honduras,"Aura Solar 2",61,"Solar"
Honduras,Azulosa,4,"Biomass"
Honduras,Canaveral,29,"Hydro"
Honduras,"Cerra de Hula",126,"Wind"
Honduras,Cerveceria,2.45,"Waste"
Honduras,"Choluteca II",35.1,"Solar"
Honduras,"Compania Azucarera Hondurena",26,"Biomass"
Honduras,Coronado,6.1,"Hydro"
Honduras,Cuyamapa,12.8,"Hydro"
Honduras,Cuyamel,8,"Hydro"
Honduras,"Del Sur",25,"Solar"
Honduras,ELCOSA,80,"Oil"
Honduras,EMCE,26.6,"Oil"
Honduras,"ENERSA Choloma",371,"Oil"
Honduras,"El Nispero",22.5,"Hydro"
Honduras,"El Pacifico",50,"Solar"
Honduras,"Enerbasa Nacaome II",60,"Solar"
Honduras,"Fransisco Morazan (el Cajon)",300,"Hydro"
Honduras,"La Esperanza",12.8,"Hydro"
Honduras,"La Gloria",6,"Hydro"
Honduras,"La Grecia",12,"Biomass"
Honduras,"La Manzanilla y Las Lajas",15,"Solar"
Honduras,"Los Laureles",5.2,"Hydro"
Honduras,"Los Prados",53,"Solar"
Honduras,Lufussa,39.2,"Gas"
Honduras,"Lufussa II",80,"Oil"
Honduras,"Lufussa III",231,"Oil"
Honduras,Marcovia,35,"Solar"
Honduras,"Marcovia A",6,"Solar"
Honduras,Nacaome,30,"Hydro"
Honduras,"Pacific Solar",63,"Solar"
Honduras,"Pacific Solar (bal)",25,"Solar"
Honduras,"Pacific Solar I",25.9,"Solar"
Honduras,"Pacific Solar II",25.9,"Solar"
Honduras,"Pavana Solar Park",24.55,"Solar"
Honduras,Platanares,39,"Geothermal"
Honduras,"Rio Lindo",80,"Hydro"
Honduras,"San Martin",2.77,"Hydro"
Honduras,"Tres Valles",8,"Biomass"
Honduras,"Valle Solar Park",100,"Solar"
Hungary,"Alpiq Csepel Erőmű",401,"Gas"
Hungary,"Bakony power station",60,"Coal"
Hungary,Bukkabrany ,20,"Solar"
Hungary,"Debreceni Kombináltciklusú Erőmű",95,"Gas"
Hungary,Dunai,21,"Solar"
Hungary,"Dunamenti Erőmű",840.7,"Gas"
Hungary,"GREENERGY szabályozási központ",45.8,"Gas"
Hungary,"Gönyűi Erőmű",426.6,"Gas"
Hungary,"Kelenföldi Erőmű",173,"Gas"
Hungary,"Kispesti Erőmű",109.2,"Gas"
Hungary,"Lőrinci Gázturbinás Erőmű",170,"Oil"
Hungary,"Matra power station",884,"Coal"
Hungary,"Oroszlány power station",250,"Coal"
Hungary,Paks,20.6,"Solar"
Hungary,"Paksi Atomerőmű",1886.8,"Nuclear"
Hungary,Pécs,7,"Solar"
Hungary,"Tiszai Erőmű",864,"Gas"
Hungary,Visonta,16,"Solar"
Iceland,Andakíl,8,"Hydro"
Iceland,Bjarnarflag,3,"Geothermal"
Iceland,Blanda,150,"Hydro"
Iceland,Búrfell,270,"Hydro"
Iceland,Búðarháls,95,"Hydro"
Iceland,"Fljótsdalsvirkjun (Kárahnjúkar )",690,"Hydro"
Iceland,Hellisheiði,213,"Geothermal"
Iceland,Hrauneyjafoss,210,"Hydro"
Iceland,Krafla,60,"Geothermal"
Iceland,Lagarfoss,27,"Hydro"
Iceland,"Laxárvirkjun 3",14,"Hydro"
Iceland,Ljósafossvirkjun,14.6,"Hydro"
Iceland,Nesjavellir,120,"Geothermal"
Iceland,Reykjanes,100,"Geothermal"
Iceland,Sigalda,150,"Hydro"
Iceland,Steingrímsstöð,26,"Hydro"
Iceland,Sultartangi,120,"Hydro"
Iceland,Svartsengi,76,"Geothermal"
Iceland,Vatnsfell,90,"Hydro"
Iceland,Írafoss,48,"Hydro"
India,"ACME Solar Tower",2.5,"Solar"
India,"ADITYA CEMENT WORKS",98,"Coal"
India,"AES Saurashtra Windfarms",39.2,"Wind"
India,"AGARTALA GT",135,"Gas"
India,"AKALTARA TPP",1800,"Coal"
India,"AKRIMOTA LIG",250,"Coal"
India,ALIYAR,60,"Hydro"
India,"ALLAIN DUHANGAN",192,"Hydro"
India,"ALMATTI DAM",290,"Hydro"
India,"AMAR KANTAK",210,"Coal"
India,"AMARAVATI TPP",1350,"Coal"
India,"ANANDPUR SAHIB ST-I&II",134,"Hydro"
India,"ANAPARA "C"",1200,"Coal"
India,ANDHRA,16.95,"Hydro"
India,ANPARA,2630,"Coal"
India,"ANTA GT",419.33,"Gas"
India,ANUPPUR,600,"Coal"
India,"ANUPUR TPP",1200,"Coal"
India,"ARVINDNAGAR SUGAR",10,"Biomass"
India,"ASHOKNAGAR MILL",17,"Biomass"
India,"ATHANI SUGAR",24,"Biomass"
India,"AURAIYA GT",652,"Gas"
India,"AVANTHA BHANDAR TPP",600,"Coal"
India,"AWARPUR CEMENT PLANT",46,"Coal"
India,Abhijeet,50,"Solar"
India,Achampet,5.5,"Solar"
India,"Achampet Solarpack",15,"Solar"
India,"Achampet Suzlon",15,"Solar"
India,"Agaram A",20,"Solar"
India,"Agucha Mine",22,"Solar"
India,Aitipamula,15,"Solar"
India,Akkinepally,10,"Solar"
India,"Alampur Mytrah 1",11,"Solar"
India,"Alampur SP",10,"Solar"
India,Alapur,50,"Solar"
India,Alladurg,11,"Solar"
India,"Allahabad Rattan",50,"Solar"
India,Alland,20,"Solar"
India,Alote,20,"Solar"
India,"Amarpur Refex",10,"Solar"
India,"Amarpur Samavist",10,"Solar"
India,"Amarsar Solar Power Plant",1,"Solar"
India,Amathur,14.4,"Solar"
India,Ambosara,80,"Solar"
India,"Amla Nankar",12.9,"Solar"
India,"Anabura Wind Farm",16.5,"Wind"
India,"Anantapur Tata",200,"Solar"
India,"Ananthapur - Meil Solar Power Plant",50,"Solar"
India,Ananthasagar,45,"Solar"
India,Andora,20,"Solar"
India,"Andrha Lake Wind Farm",113.6,"Wind"
India,Andur,7,"Solar"
India,"Angadi Raichur A",7,"Solar"
India,"Anikkadavu Wind Farm",19.8,"Wind"
India,"Apollo Chennai",10,"Solar"
India,Arasadi,10,"Solar"
India,"Arasinagundi Wind Farm",13.2,"Wind"
India,"Arvapally Mytrah 1",8,"Solar"
India,"Arvapally Mytrah 2",15,"Solar"
India,"Askandra - DREPL Solar Power Plant",5,"Solar"
India,"Askandra - Electromech Maritech Solar Power Plant",5,"Solar"
India,"Askandra - Finehope Solar Power Plant",5,"Solar"
India,"Askandra - Khaya Solar Power Plant",5,"Solar"
India,"Askandra - Newton Solar Power Plant",5,"Solar"
India,"Askandra - Saidham Solar Power Plant",5,"Solar"
India,"Askandra - Vasavi Solar Power Plant",5,"Solar"
India,Assan,10,"Solar"
India,Azhagapuri,5,"Solar"
India,BADARPUR,705,"Coal"
India,"BAGALKOT ICP",28,"Biomass"
India,"BAGLIHAR HEP",450,"Hydro"
India,"BAIRA SIUL",180,"Hydro"
India,BAKRESWAR,1050,"Coal"
India,BALIMELA,510,"Hydro"
India,"BALLARPUR BILT POWER",67.5,"Coal"
India,"BAMANIA CEMENT",10,"Coal"
India,"BANDAKHAR TPP",300,"Coal"
India,BANDEL,335,"Coal"
India,BANER,12,"Hydro"
India,"BANSAGAR (I)",315,"Hydro"
India,"BANSAGAR (II)",30,"Hydro"
India,"BANSAGAR (III)",60,"Hydro"
India,"BANSAGAR (IV)",20,"Hydro"
India,"BANSWARA CEMENT",20,"Coal"
India,"BARADARHA TPP",1200,"Coal"
India,BARAMURA,42,"Gas"
India,BARAUNI,720,"Coal"
India,BARGI,90,"Hydro"
India,"BARH STPP II",1320,"Coal"
India,"BARKHERA TPP",90,"Coal"
India,"BARSINGAR LIGNITE",250,"Coal"
India,"BASIN BRIDGE GT",120,"Gas"
India,BASPA,300,"Hydro"
India,BASSI,66,"Hydro"
India,"BEL Chikhalhol Wind Farm",20,"Wind"
India,"BELA NAGPUR",270,"Coal"
India,"BELGAUM UGAR",22.8,"Biomass"
India,BELLAD-BAGEWADI,15,"Biomass"
India,"BELLARY HOTHUR",10,"Coal"
India,"BELLARY JANKI",18,"Coal"
India,"BELLARY TPS",1700,"Coal"
India,BHADRA,26,"Hydro"
India,"BHADRAVATI MILL",41,"Coal"
India,BHAKRA,1379,"Hydro"
India,"BHANDARA STEEL MILL",15,"Coal"
India,"BHANDARA VARAM",10,"Biomass"
India,BHANDARDHARA,34,"Hydro"
India,BHATGARH,16,"Hydro"
India,BHATSA,15,"Hydro"
India,"BHAVNAGAR TPP",500,"Coal"
India,"BHAWANI KATTALAI -II",30,"Hydro"
India,"BHAWANI KATTALAI -III",30,"Hydro"
India,"BHAWANI KATTALAI BARRAGE",30,"Hydro"
India,"BHIGWAN MILL",30,"Coal"
India,"BHILAI TPP",500,"Coal"
India,BHIRA,300,"Hydro"
India,"BHIRA TAIL RACE",80,"Hydro"
India,BHIVPURI,75,"Hydro"
India,BHUSAWAL,1210,"Coal"
India,"BILIYAKALAN PLANT",10,"Biomass"
India,"BINA REFINERY",99,"Coal"
India,"BINA TPP",500,"Coal"
India,"BINANI CEMENT PLANT",69.6,"Coal"
India,BINJKOTE,600,"Coal"
India,BINWA,6,"Hydro"
India,BIRSINGHPUR,20,"Hydro"
India,"BOKARO A ''EXP''",500,"Coal"
India,"BOKARO B",210,"Coal"
India,"BONGAIGAON TPP",750,"Coal"
India,"BP Brahmanvel Wind Farm",40,"Wind"
India,"BRAMHAPURAM DG",60,"Oil"
India,"BSES Kerala CCGT",165,"Gas"
India,"BUDGE BUDGE",750,"Coal"
India,BUDHIL,70,"Hydro"
India,"BUTIBORI PLANT",81.5,"Oil"
India,"BUTIBORI TPP -II",600,"Coal"
India,"Bableshwar wind-solar",28.8,"Solar"
India,Badal,15,"Solar"
India,Badanpur,50,"Solar"
India,Bagalkot,10,"Solar"
India,"Bahadaurgarh Jandian",50,"Solar"
India,"Bahadur Khera",25,"Solar"
India,Bahraich,10,"Solar"
India,"Bakhora Kalan",25,"Solar"
India,Balanagar,50,"Solar"
India,"Bamani Solar Power Plant",1,"Solar"
India,"Bamanwali Solar Power Plant",1,"Solar"
India,Bandapalli,10,"Solar"
India,"Bandarupalli A",15,"Solar"
India,"Bannari Amman Spinning Mills Wind Power Project",11.2,"Wind"
India,Bansakra,50,"Solar"
India,Banwala,25,"Solar"
India,"Bap - GIS 1-2 Solar Power Plant",15,"Solar"
India,"Bap - GIS 3 Solar Power Plant",10,"Solar"
India,"Bap - OPG Solar Power Plant",5,"Solar"
India,"Bap - Punj Lloyd Solar Power Plant",5,"Solar"
India,"Bap PL",5,"Solar"
India,"Bapodar - Hiraco Solar Power Plant",20,"Solar"
India,"Bapodar - MBEDL Solar Power Plant",15,"Solar"
India,Baran,26.3,"Solar"
India,Bareta,25,"Solar"
India,"Bari Seer AG",20,"Solar"
India,"Bari Seer AM",20,"Solar"
India,"Bari Seer AR",20,"Solar"
India,"Bari Seer Medha",20,"Solar"
