country,plant_name,capacity_megawatt,energy_source
Canada,"Crowsnest Pass ERG",11,"Other"
Canada,Cruickshank,8.3,"Wind"
Canada,"Crystal Falls",8,"Hydro"
Canada,"Culliton Creek",15,"Hydro"
Canada,Cultus,9.9,"Wind"
Canada,Cypress,10.5,"Wind"
Canada,"Cypress Creek",2.8,"Hydro"
Canada,Côte-Sainte-Catherine-1-2-3,11.1,"Hydro"
Canada,Côte-de-Beaupré,23.5,"Wind"
Canada,"Dalhousie Mountain",51,"Wind"
Canada,"Daniel-Larocque (Mont-Laurier)",2.7,"Hydro"
Canada,Darlington,3740,"Nuclear"
Canada,Dasque,12,"Hydro"
Canada,"Dave Rampel Solar Park",10,"Solar"
Canada,"David Brown Solar Park",10,"Solar"
Canada,"De l'Érable",100,"Wind"
Canada,"Decew Falls 1",23,"Hydro"
Canada,"Decew Falls 2",144,"Hydro"
Canada,"Deep Brook",9.1,"Hydro"
Canada,"Deer Lake",129,"Hydro"
Canada,"Des Moulins I",135.7,"Wind"
Canada,"Des Moulins II",21.2,"Wind"
Canada,Des-Joachims,429,"Hydro"
Canada,"Destec - Kingston",140,"Gas"
Canada,"Diavik Mine",9.2,"Wind"
Canada,"Dickie Brook",2.6,"Hydro"
Canada,"Dickson Dam",15,"Hydro"
Canada,Digby,30.8,"Wind"
Canada,Discoverylight,10,"Solar"
Canada,"District Heating",1.2,"Biomass"
Canada,Dokie,144,"Wind"
Canada,Dolbeau,26.5,"Biomass"
Canada,"Domtar - Windsor",30,"Biomass"
Canada,"Domtar Espanola Mill",18,"Hydro"
Canada,"Domtar Pulp Mill (Kamloops)",76,"Biomass"
Canada,Donnacona,4.8,"Hydro"
Canada,"Doran Taylor",6,"Hydro"
Canada,"Douglas Creek",27,"Hydro"
Canada,Drummondville,16,"Hydro"
Canada,Dufferin,40.6,"Hydro"
Canada,Dufferin,91.4,"Wind"
Canada,Dunford,45,"Hydro"
Canada,"Dupont Maitland",50,"Gas"
Canada,"E B Campbell",289,"Hydro"
Canada,"Eagle River",1.8,"Hydro"
Canada,Earthlight,10,"Solar"
Canada,"East Angus",2.3,"Hydro"
Canada,"East Durham",22.4,"Wind"
Canada,"East LFG",1,"Biomass"
Canada,"East Lake St. Clair",99,"Wind"
Canada,"East Toba",123,"Hydro"
Canada,"East Twin",2,"Hydro"
Canada,"East Windsor Cogeneration",92,"Gas"
Canada,"Eastern Kings",30,"Wind"
Canada,Eastmain-1,480,"Hydro"
Canada,Eastmain-1-A,768,"Hydro"
Canada,"Eastview LFG",1.7,"Biomass"
Canada,"Eddy Ottawa (Powerhouses 2 & 3)",9.2,"Hydro"
Canada,Edmundston,9,"Hydro"
Canada,"Effisolar Beckwith",10,"Solar"
Canada,"Eldorado Reservoir",1.1,"Hydro"
Canada,Elko,12,"Hydro"
Canada,"Ellershouse Wind Farm",16.4,"Wind"
Canada,"Elliot Chute",2,"Hydro"
Canada,"Elmsley East / West",24,"Solar"
Canada,Elora,1,"Hydro"
Canada,"Enbridge Tilbury",5,"Solar"
Canada,"Erie Ridge",9.4,"Solar"
Canada,"Erie Shores",99,"Wind"
Canada,Erieau,99,"Wind"
Canada,Ermine,92,"Gas"
Canada,Ernestown,10,"Wind"
Canada,"Espanola Mill",25,"Biomass"
Canada,Eugenia,6,"Hydro"
Canada,Fairmont,4.6,"Wind"
Canada,"Falls River",7,"Hydro"
Canada,"Fenelon Falls",2.6,"Hydro"
Canada,Fermeuse,27,"Wind"
Canada,Ferndale,5.1,"Wind"
Canada,"Fire Creek",23,"Hydro"
Canada,Firebag,104,"Gas"
Canada,"Firebag 3",170,"Gas"
Canada,"Firebag 4",160,"Gas"
Canada,"First Light I",9.1,"Solar"
Canada,"First Light II",10.4,"Solar"
Canada,"Fitzpatrick Mountain",1.6,"Wind"
Canada,"Fitzsimmons Creek",7.5,"Hydro"
Canada,"Forrest Kerr",195,"Hydro"
Canada,"Fort Frances",9.4,"Hydro"
Canada,"Fort Saskatchewan (TransAlta)",118,"Gas"
Canada,"Fort William",10.9,"Solar"
Canada,"Foster Creek",80,"Gas"
Canada,Fotolight,10,"Solar"
Canada,"Fourth Lake",2.2,"Hydro"
Canada,Frampton,24,"Wind"
Canada,Frankford,3,"Hydro"
Canada,Fraser,2.9,"Hydro"
Canada,"Fraser Lake Biomass",12,"Biomass"
Canada,"Fraser Richmond Soil & Fiber",1,"Biomass"
Canada,Frogmore,9.9,"Wind"
Canada,"Front Line",9,"Wind"
Canada,Frontenac,2.2,"Hydro"
Canada,"Furry Creek",10,"Hydro"
Canada,"G.M. Shrum",2730,"Hydro"
Canada,"GTAA Cogeneration",90,"Gas"
Canada,"Gaetz Brook",2.3,"Wind"
Canada,Galetta,1.6,"Hydro"
Canada,Ganaraska,17.6,"Wind"
Canada,"Gardiner Mines (Cape Breton University)",5.4,"Wind"
Canada,Gartshore,23,"Hydro"
Canada,"Gatineau (Bowater)",15,"Biomass"
Canada,"Geisler Falls / Corkery Falls",2.9,"Hydro"
Canada,Genesee,1376,"Coal"
Canada,Gesner,10,"Wind"
Canada,Ghost,51,"Hydro"
Canada,"Ghost Pine",81.6,"Wind"
Canada,Gisborne,3.5,"Hydro"
Canada,"Gitchi Animki Bezhig",8.9,"Hydro"
Canada,"Gitchi Animki Niizh",10,"Hydro"
Canada,"Gitzler Falls",1.2,"Hydro"
Canada,"Glace Bay / Donkin",1.6,"Wind"
Canada,"Glen Dhu",62.1,"Wind"
Canada,"Glen Miller",8,"Hydro"
Canada,Glenarm,10,"Solar"
Canada,Glenford,5,"Hydro"
Canada,"Gold River",90,"Biomass"
Canada,Golden,8,"Biomass"
Canada,Goldlight,10,"Solar"
Canada,Goodlight,10,"Solar"
Canada,Goreway,875,"Gas"
Canada,Gosfield,50.6,"Wind"
Canada,Goshen,102.4,"Wind"
Canada,Goulais,25.3,"Wind"
Canada,Gracey,10,"Wind"
Canada,"Grand Bend",99.3,"Wind"
Canada,"Grand Falls",75,"Hydro"
Canada,"Grand Falls / Grand Sault",66,"Hydro"
Canada,"Grand Rapids",479,"Hydro"
Canada,"Grand Renewable Energy Park",149,"Wind"
Canada,"Grand Renewable Energy Park",100,"Solar"
Canada,"Grand Valley I / II",19.8,"Wind"
Canada,"Grand Valley III",40.1,"Wind"
Canada,Grand-Mère,67,"Hydro"
Canada,"Grande Prairie EcoPower",25,"Biomass"
Canada,Grande-Dame,1.7,"Hydro"
Canada,Grandview,90,"Gas"
Canada,"Granite Canal",41,"Hydro"
Canada,"Great Falls",129,"Hydro"
Canada,"Green Acres",2,"Solar"
Canada,"Green River",3,"Hydro"
Canada,Greenfield,3.2,"Wind"
Canada,"Greenfield Energy Centre",1005,"Gas"
Canada,Greenwich,98.9,"Wind"
Canada,"Grey Highlands",18.5,"Wind"
Canada,"Grey Highlands Zero Emission People (Zep)",10,"Wind"
Canada,"Grimsby Bioreactor",1,"Biomass"
Canada,"Gros Morne I",100.5,"Wind"
Canada,"Gros-Morne II",111,"Wind"
Canada,Gulch,7,"Hydro"
Canada,"Gunn's Hill",18,"Wind"
Canada,"H R Milner",150,"Coal"
Canada,"HAF Energy",9,"Wind"
Canada,"HPG Site A",2,"Solar"
Canada,"Haa-ak-suuk Creek Hydro",6,"Hydro"
Canada,"Hagues Reach",4,"Hydro"
Canada,Halkirk,149.4,"Wind"
Canada,"Halton Hills",712,"Gas"
Canada,"Hamilton (Digester Gas) Cogenertion",1.6,"Biomass"
Canada,"Hanna Chute",1,"Hydro"
Canada,"Hardwood Lands Community Wind Project",6,"Wind"
Canada,Hardwoods,54,"Gas"
Canada,Harmac,55,"Biomass"
Canada,Harmon,220,"Hydro"
Canada,Harris,12,"Hydro"
Canada,Harrow,39.6,"Wind"
Canada,Hart-Jaune,51,"Hydro"
Canada,"Hartland LFG",2,"Biomass"
Canada,"Hauer Creek",2,"Hydro"
Canada,"Haute-Yamaska-Roland Thibault Cogeneration",3,"Biomass"
Canada,"Healey Falls",18,"Hydro"
Canada,"Hearts Content",3.5,"Hydro"
Canada,"Hells Gate",6.8,"Hydro"
Canada,"Hermanville / Clearspring",30,"Wind"
Canada,Heywood,7.2,"Hydro"
Canada,"Higgins Mountain",3.6,"Wind"
Canada,"High Falls",5.4,"Hydro"
Canada,"High Falls (Lièvre)",114.1,"Hydro"
Canada,"High Falls (OPG)",3,"Hydro"
Canada,"High Falls (Worthington)",19.3,"Hydro"
Canada,"Hillside Boularderie",4,"Wind"
Canada,"Hinds Lake",75,"Hydro"
Canada,"Hinton Pulp",52,"Biomass"
Canada,"Hluey Lake (SNP)",3,"Hydro"
Canada,Hogg,18,"Hydro"
Canada,Hollingsworth,23,"Hydro"
Canada,"Hollow Bridge",5.3,"Hydro"
Canada,Holyrood,490,"Oil"
Canada,"Horizon (CNRL)",103,"Gas"
Canada,"Horse Chops",8.3,"Hydro"
Canada,Horseshoe,14,"Hydro"
Canada,"Hound Chute",9,"Hydro"
Canada,"Howe Sound Pulp & Paper Corp",112,"Biomass"
Canada,"Hull (Chute Des Chaudières)",12,"Hydro"
Canada,Hull-2,27,"Hydro"
Canada,"Humber Treatment Plant",4.7,"Biomass"
Canada,Huron,9,"Wind"
Canada,"Hwy 101 Landfill",2,"Biomass"
Canada,Hystad,6,"Hydro"
Canada,Illumination,10,"Solar"
Canada,"Index Energy Mills Road Corp",17.8,"Biomass"
Canada,"Ingersoll 1",9.5,"Solar"
Canada,"Intercon Pulp Mill",32,"Biomass"
Canada,Interlakes,5,"Hydro"
Canada,"Iona Island Wwtp LFG",4,"Biomass"
Canada,"Irish Mountain",2,"Wind"
Canada,"Iroquois Falls",131,"Gas"
Canada,"Iroquois Falls",29,"Hydro"
Canada,"Island Falls (H2O)",38,"Hydro"
Canada,"Island Falls (Sk)",111,"Hydro"
Canada,"Island Generation",275,"Gas"
Canada,"Isle Madame",2,"Wind"
Canada,Isle-Maligne,463.8,"Hydro"
Canada,"Jamie Creek",21,"Hydro"
Canada,"Jardin d'Éole",133.3,"Wind"
Canada,Jean-Guérin,5.9,"Hydro"
Canada,"Jean-Lesage (Manic-2)",1229,"Hydro"
Canada,Jenpeg,115,"Hydro"
Canada,Jericho,149,"Wind"
Canada,Jim-Gray,63,"Hydro"
Canada,"Jimmie Creek (Upper Toba Valley)",62,"Hydro"
Canada,Joey-Tanenbaum,17,"Hydro"
Canada,Joffre,480,"Gas"
Canada,"John Hart",126,"Hydro"
Canada,"Jones Falls",2.4,"Hydro"
Canada,Jonquière,4.9,"Hydro"
Canada,"Jonquière 1",4.5,"Hydro"
Canada,"Jordan River",170,"Hydro"
Canada,"K2 Wind",270,"Wind"
Canada,"Kaizer Meadow",2,"Wind"
Canada,Kakabeka,25,"Hydro"
Canada,Kananaskis,19,"Hydro"
Canada,"Kap Solar Park",6,"Solar"
Canada,Kapuskasing,2.8,"Hydro"
Canada,Kearl,100,"Gas"
Canada,Keephills,1253,"Coal"
Canada,Kelsey,286,"Hydro"
Canada,Kemano,896,"Hydro"
Canada,Kemptown,5,"Wind"
Canada,Kenora,6,"Hydro"
Canada,"Kent Breeze",20,"Wind"
Canada,"Kent Hills 1 / 2",150,"Wind"
Canada,"Ketch Harbour Wind Power Project",4.6,"Wind"
Canada,Kettle,1220,"Hydro"
Canada,"Kettles Hill",63,"Wind"
Canada,Kimberley,1,"Solar"
Canada,"Kingsbridge 1",39.6,"Wind"
Canada,"Kingston Gardiner Hwy2 North",10,"Solar"
Canada,"Kingston Gardiner Hwy2 South",10,"Solar"
Canada,"Kingston Gardiner TS Odessa",10,"Solar"
Canada,"Kingston Gardiner TS Unity Road",10,"Solar"
Canada,"Kingston Mills",1.9,"Hydro"
Canada,Kipling,232,"Hydro"
Canada,"Kirkland G1-G5",122,"Gas"
Canada,"Kokish River",45,"Hydro"
Canada,"Kootenay Canal",570,"Hydro"
Canada,"Kruger Products Paper Mill",14,"Biomass"
Canada,"Kwoiek Creek",49.9,"Hydro"
Canada,L'Anse-à-Valleau,100.5,"Wind"
Canada,"La Gabelle",131,"Hydro"
Canada,"La Grande-1",1436,"Hydro"
Canada,"La Grande-2-A",2106,"Hydro"
Canada,"La Grande-3",2417,"Hydro"
Canada,"La Grande-4",2779,"Hydro"
Canada,"La Mitis",24.6,"Wind"
Canada,"La Sarre-1",1.1,"Hydro"
Canada,"La Tuque",294,"Hydro"
Canada,"Lac Seul / Ear Falls",29,"Hydro"
Canada,Lac-Alfred,300,"Wind"
Canada,Lac-Robertson,22,"Hydro"
Canada,"Lachenaie Landfill",4,"Biomass"
Canada,"Lachute LFG",10,"Biomass"
Canada,"Ladore Falls",47,"Hydro"
Canada,"Lafleche LFG",4.2,"Biomass"
Canada,Laforge-1,878,"Hydro"
Canada,Laforge-2,319,"Hydro"
Canada,Lajoie,25,"Hydro"
Canada,"Lake Buntzen 1",59,"Hydro"
Canada,"Lake Buntzen 2",17.8,"Hydro"
Canada,"Lake Superior",110,"Gas"
Canada,Lakefield,2,"Hydro"
Canada,Lameque,45,"Wind"
Canada,"Lamont Creek",27,"Hydro"
Canada,Landis,79,"Gas"
Canada,"Laurie River I",5,"Hydro"
Canada,"Laurie River II",5.1,"Hydro"
Canada,"Le Granit",24.6,"Wind"
Canada,"Le Nordais (Phase 1 - Cap Chat)",56.3,"Wind"
Canada,"Le Nordais 2 (Matane)",42.8,"Wind"
Canada,"Le Plateau 1",138.6,"Wind"
Canada,"Le Plateau 2",21.2,"Wind"
Canada,Lebreux,1,"Hydro"
Canada,Lennox,2000,"Gas"
Canada,Lequille,26,"Hydro"
Canada,"Les Cèdres",113,"Hydro"
Canada,Lethbridge,4,"Biomass"
Canada,"Liberty Energy Centre",11.4,"Biomass"
Canada,"Lily Lake",10,"Solar"
Canada,Limerock,5,"Wind"
Canada,Limestone,1350,"Hydro"
Canada,Lingan,620,"Coal"
Canada,Lingan,18.1,"Wind"
Canada,"Liskeard 1",10,"Solar"
Canada,"Liskeard 3",10,"Solar"
Canada,"Liskeard 4",10,"Solar"
Canada,"Little Long",205,"Hydro"
Canada,"Little River Harbour",2,"Wind"
Canada,Lockston,3,"Hydro"
Canada,"Lois Lake",37,"Hydro"
Canada,"London Street",4.1,"Hydro"
Canada,"Long Lake",31,"Hydro"
Canada,"Long Sault Rapids",18,"Hydro"
Canada,"Long Spruce",980,"Hydro"
Canada,"Longlac Biomass Cogeneration",25,"Biomass"
Canada,"Longueil TS Malbouef",10,"Solar"
Canada,"Lookout Brook",6.2,"Hydro"
Canada,"Lorenzetta Creek",3,"Hydro"
Canada,"Lower Bear",10,"Hydro"
Canada,"Lower Bonnington",54,"Hydro"
Canada,"Lower Clowhom",11,"Hydro"
Canada,"Lower Great Brook",3.9,"Hydro"
Canada,"Lower Lake Falls",7.2,"Hydro"
Canada,"Lower Notch",274,"Hydro"
Canada,"Lower St Croix",3,"Hydro"
Canada,"Lower Sturgeon",14,"Hydro"
Canada,Loyalist,54,"Solar"
Canada,Lumsden,2.8,"Hydro"
Canada,Lunarlight,10,"Solar"
Canada,MacKay,62,"Hydro"
Canada,"MacKay River",165,"Gas"
Canada,"MacKenzie Conifex Green Energy",36,"Biomass"
Canada,"MacLeod Flats",3,"Wind"
Canada,Mactaquac,668,"Hydro"
Canada,Magpie,40.6,"Hydro"
Canada,Magrath,30,"Wind"
Canada,Mahkeses,168,"Gas"
Canada,"Malay Falls",3,"Hydro"
Canada,Mamquam,58,"Hydro"
Canada,Manic-1,184,"Hydro"
Canada,Manic-5,1596,"Hydro"
Canada,Manic-5-PA,1064,"Hydro"
Canada,"Manitou Falls",73,"Hydro"
Canada,Maquatua,1.1,"Hydro"
Canada,"Marathon Pulp Inc",15.5,"Biomass"
Canada,Marches-Naturelles,4.2,"Hydro"
Canada,"Marion 3 Creek",5,"Hydro"
Canada,Marmora,1,"Hydro"
Canada,"Martock Ridge",6,"Wind"
Canada,Maryvale,6,"Wind"
Canada,"Massif du Sud",150,"Wind"
Canada,Masson,119.4,"Hydro"
Canada,Matabitchuan,10,"Hydro"
Canada,Mattawishkwia,10,"Solar"
Canada,Matthias,3,"Hydro"
Canada,"Mayo A",5,"Hydro"
Canada,"Mayo B",10,"Hydro"
Canada,"McBride Lake",75.2,"Wind"
Canada,McCormick,235,"Hydro"
Canada,McDougall,8.6,"Hydro"
Canada,"McIntosh Creek",1,"Hydro"
Canada,"McKenzie Falls",1.1,"Hydro"
Canada,"McLean's Mountain",60,"Wind"
Canada,"McLymont Creek",66,"Hydro"
Canada,"McMahon Cogeneration",120,"Gas"
Canada,"McNair Creek",10,"Hydro"
Canada,McPhail,13,"Hydro"
Canada,McVittie,3,"Hydro"
Canada,Mcarthur,56,"Hydro"
Canada,"Mears Creek",3.8,"Hydro"
Canada,"Meikle Wind",185,"Wind"
Canada,"Melancthon I",67.5,"Wind"
Canada,"Melancthon II",132,"Wind"
Canada,Memphrémagog,1.8,"Hydro"
Canada,Menihek,18.7,"Hydro"
Canada,Mercier,55,"Hydro"
Canada,"Meridian Cogeneration",210,"Gas"
Canada,"Merrick Landfill",1.6,"Biomass"
Canada,Merrickville,2,"Hydro"
Canada,"Mesgi'g Ugju's'n",149.3,"Wind"
Canada,Methals,3,"Hydro"
Canada,Meyersburg,5,"Hydro"
Canada,Mica,2746,"Hydro"
Canada,Middle,8,"Hydro"
Canada,"Midhurst 2",3.5,"Solar"
Canada,"Midhurst 3",3.5,"Solar"
Canada,"Midhurst 4",6.5,"Solar"
Canada,"Midhurst 6",8.5,"Solar"
Canada,"Midhurst II",3.5,"Solar"
Canada,Mightysolar,10,"Solar"
Canada,"Mill Lake",2.2,"Hydro"
Canada,Millbank,397,"Oil"
Canada,Millbrook,6,"Wind"
Canada,"Miller Creek",33,"Hydro"
Canada,Milltown,3,"Hydro"
Canada,Minashtuk,12.1,"Hydro"
Canada,Minden,4,"Hydro"
Canada,Miramichi,42,"Biomass"
Canada,Misema,3,"Hydro"
Canada,Mission,16,"Hydro"
Canada,Mississauga,122,"Gas"
Canada,"Mississippi Mills",10,"Solar"
Canada,Mitis-1,6,"Hydro"
Canada,Mitis-2,4,"Hydro"
Canada,Mobile,12,"Hydro"
Canada,"Mohawk Point",9.9,"Wind"
Canada,"Mont Copper",54,"Wind"
Canada,"Mont Miller",54,"Wind"
Canada,"Mont Rothery",74,"Wind"
Canada,Mont-Louis,100.5,"Wind"
Canada,Montagne-Sèche,58.5,"Wind"
Canada,Montmagny,2.1,"Hydro"
Canada,Montrose,73,"Hydro"
Canada,Montérégie,101.2,"Wind"
Canada,"Moose Rapids",1.4,"Hydro"
Canada,"Moresby Lake",6,"Hydro"
Canada,Morley,10,"Solar"
Canada,Morris,1.1,"Hydro"
Canada,Morse,23,"Wind"
Canada,"Mother Earth I",4,"Wind"
Canada,"Mountain Chute",170,"Hydro"
Canada,Mulgrave,2.3,"Wind"
Canada,Murdock-Wilson,61.2,"Hydro"
Canada,"Muskeg River",202,"Gas"
Canada,Nabiye,170,"Gas"
Canada,Nairn,4.5,"Hydro"
Canada,Namewaminikan,10,"Hydro"
Canada,Nanticoke,44,"Solar"
Canada,"Napanee TS Taylor Kidd",10,"Solar"
Canada,"Napier Wind",4.1,"Wind"
Canada,Naylor,10,"Wind"
Canada,"Nechako Lumber",1.8,"Biomass"
Canada,"Nepisiguit Falls",11,"Hydro"
Canada,"New Chelsea",3.7,"Hydro"
Canada,"New Glasgow (Watts Wind II)",6.4,"Wind"
Canada,"New Richmond",67.8,"Wind"
Canada,Nictaux,7.2,"Hydro"
Canada,"Nine Mile River",4,"Wind"
Canada,Nipawin,255,"Hydro"
Canada,Nipissing,2,"Hydro"
Canada,"Norfolk Bloomsburg",10,"Solar"
Canada,Norman,9.5,"Hydro"
Canada,"North Battleford",260,"Gas"
Canada,"North Beaverbank",8,"Wind"
Canada,"North Cape",10.6,"Wind"
Canada,"North Maiden",10,"Wind"
Canada,"Northern Prairie",85,"Gas"
Canada,"Northern Pulp Nova Scotia Pictou Mill",26,"Biomass"
Canada,"Northland Power Burks Falls West",10,"Solar"
Canada,"Northland Power Solar Abitibi",10,"Solar"
Canada,"Northland Power Solar Belleville North",10,"Solar"
Canada,"Northland Power Solar Belleville South",10,"Solar"
Canada,"Northland Power Solar Burks Falls East",10,"Solar"
Canada,"Northland Power Solar Crosby",10,"Solar"
Canada,"Northland Power Solar Empire",10,"Solar"
Canada,"Northland Power Solar Glendale",10,"Solar"
Canada,"Northland Power Solar Long Lake",10,"Solar"
Canada,"Northland Power Solar Martin's Meadows",10,"Solar"
Canada,"Northland Power Solar Mccann LP",10,"Solar"
Canada,"Northland Power Solar North Burgess",10,"Solar"
Canada,"Northland Power Solar Rideau Lakes",10,"Solar"
Canada,"Northwest Stave River",17.5,"Hydro"
Canada,"Northwood Green Power",63,"Biomass"
Canada,Norway,9,"Wind"
Canada,"Nuttby Mountain",50.6,"Wind"
Canada,"OPG 7 Gomberg",1.8,"Wind"
Canada,"Ocean Falls",15,"Hydro"
Canada,Okikendawt,10,"Hydro"
Canada,"Old Man 2",46,"Wind"
Canada,"Old Man River",3.6,"Wind"
Canada,"Old Woman Falls",5.5,"Hydro"
Canada,"Oldman River",32,"Hydro"
Canada,Optimist,1,"Wind"
Canada,"Orillia 1",10,"Solar"
Canada,"Orillia 2",10,"Solar"
Canada,"Orillia 3",6.5,"Solar"
Canada,"Ottawa Health Sciences Centre",68,"Gas"
Canada,"Otter Rapids",182,"Hydro"
Canada,"Otto Holden",243,"Hydro"
Canada,Outardes-2,523,"Hydro"
Canada,Outardes-3,1026,"Hydro"
Canada,Outardes-4,785,"Hydro"
Canada,"Outlet Works",20.5,"Hydro"
Canada,Oxley,6,"Wind"
Canada,Paradise,4.2,"Hydro"
Canada,"Paradise River",8,"Hydro"
Canada,"Parker Mountain",2,"Wind"
Canada,Paton,1.6,"Hydro"
Canada,Paugan,226,"Hydro"
Canada,"Peace Canyon",694,"Hydro"
Canada,"Peace River Pulp",30,"Biomass"
Canada,"Penn Energy - Brantgate",8,"Solar"
Canada,"Penn Energy - Edwardsburgh Morrisburg-1",9.3,"Solar"
Canada,"Penn Energy - Hamilton Port Hope-4",10,"Solar"
Canada,"Penn Energy - Ridgefield",8,"Solar"
Canada,"Penn Energy - Roseplain",6.5,"Solar"
Canada,"Penn Energy - S. Glengarry St. Lawrence-1",9.3,"Solar"
Canada,"Penn Energy - Vandorp",10,"Solar"
Canada,Pennask,15,"Wind"
Canada,Pentecôte,2,"Hydro"
Canada,"Perpetual Cleanpower Lindsay",10,"Solar"
Canada,"Perpetual Cleanpower Oro 4 Line",10,"Solar"
Canada,"Peter Sutherlan Sr.",28,"Hydro"
Canada,"Peterborough Robert G. Lake",8,"Hydro"
Canada,Petites-Bergeronnes,4.2,"Hydro"
Canada,"Petty Harbour",4.9,"Hydro"
Canada,"Pickering A",1084,"Nuclear"
Canada,"Pickering B",2160,"Nuclear"
Canada,"Pierre-De Saurel",24.6,"Wind"
Canada,"Pierres Brook",4.3,"Hydro"
Canada,"Pine Creek (Atlin)",2.1,"Hydro"
Canada,"Pine Falls",84,"Hydro"
Canada,"Pine Portage",144,"Hydro"
Canada,"Pingston Creek",45,"Hydro"
Canada,"Plateau I / II",18,"Wind"
Canada,"Plateau III",9,"Wind"
Canada,Pocaterra,15,"Hydro"
Canada,"Point Aconi",171,"Coal"
Canada,"Point Aconi Wind Project",1.9,"Wind"
Canada,"Point Lepreau",660,"Nuclear"
Canada,"Point Tupper",23.4,"Wind"
Canada,"Point Tupper",154,"Coal"
Canada,"Pointe du Bois",75,"Hydro"
Canada,"Pointes aux Roches",48.6,"Wind"
Canada,Pont-Arnaud,8,"Hydro"
Canada,"Poplar Creek",360,"Gas"
Canada,"Poplar River",582,"Coal"
Canada,"Port Alice",26.1,"Biomass"
Canada,"Port Alma",101.2,"Wind"
Canada,"Port Dover / Nanticoke",104.4,"Wind"
Canada,"Port Hawkesbury",60,"Biomass"
Canada,"Port Ryerse",10,"Wind"
Canada,"Porters Lake Wind Power Project",3.2,"Wind"
Canada,Portlands,624,"Gas"
Canada,"Portneuf-1 (Chute du 4 Milles)",7.5,"Hydro"
Canada,"Portneuf-2 (Chute Phillias)",11.7,"Hydro"
Canada,"Portneuf-3 (Les Crans Serrés)",8.7,"Hydro"
Canada,"Powell Lake",38,"Hydro"
Canada,"Powell River",48,"Biomass"
Canada,Première-Chute,131,"Hydro"
Canada,Primrose,85,"Gas"
Canada,Prince,189,"Wind"
Canada,"Prince George Pulp and Paper Mill",60,"Biomass"
Canada,"Proof Line",6.6,"Wind"
Canada,"Providence Bay",1.6,"Wind"
Canada,"Ptarmigan Creek",3.3,"Hydro"
Canada,"Pubnico Point 1 / 2",30.6,"Wind"
Canada,Puntledge,24,"Hydro"
Canada,Péribonka,385,"Hydro"
Canada,"Quality Wind",142.2,"Wind"
Canada,"Queen Elizabeth",634,"Gas"
Canada,Quixote,2.3,"Wind"
Canada,RSP-2,6.5,"Hydro"
Canada,RSP-3,5.3,"Hydro"
Canada,"Ragged Chute",6.6,"Hydro"
Canada,"Ragged Rapids",8,"Hydro"
Canada,"Raging River 2",8,"Hydro"
Canada,"Raglan Mine",3,"Wind"
Canada,"Rainbow Lake A",88,"Gas"
Canada,"Rainbow Lake B",90,"Gas"
Canada,Raleigh,78,"Wind"
Canada,Ramore,8,"Solar"
Canada,"Ranney Falls",10,"Hydro"
Canada,Rapide-2,67,"Hydro"
Canada,Rapide-7,67,"Hydro"
Canada,Rapide-Blanc,204,"Hydro"
Canada,Rapide-des-Cœurs,76,"Hydro"
Canada,Rapides-Farmer,104,"Hydro"
Canada,Rapides-des-Cèdres,9.3,"Hydro"
Canada,Rapides-des-Quinze,103,"Hydro"
Canada,Rapides-des-Îles,176,"Hydro"
Canada,"Rattle Brook",4,"Hydro"
Canada,"Rattling Brook",15.1,"Hydro"
Canada,Ravenswood,9.9,"Wind"
Canada,Rawdon,2.5,"Hydro"
Canada,Raylight,10,"Solar"
Canada,Raymond,18,"Hydro"
Canada,Rayner,46,"Hydro"
Canada,"Red Lily",26.4,"Wind"
Canada,"Red Rock Falls",41,"Hydro"
Canada,"René-Lévesque (Manic-3)",1326,"Hydro"
Canada,Revelstoke,2480,"Hydro"
Canada,"Revelstoke District",1.5,"Biomass"
Canada,Richardson,10,"Wind"
Canada,"Rideau Falls",2,"Hydro"
Canada,Ridge,3.5,"Hydro"
Canada,"Rimouski (La Pulpe)",3.7,"Hydro"
Canada,Ripley,76,"Wind"
Canada,"Rivière du Moulin 1",150,"Wind"
Canada,"Rivière du Moulin 2",200,"Wind"
Canada,Rivière-des-Prairies,54,"Hydro"
Canada,Rivière-du-Loup,2.6,"Hydro"
Canada,"Robert H Saunders",1045,"Hydro"
Canada,"Robert O. Pickard",2.4,"Biomass"
Canada,Robert-Bourassa,5616,"Hydro"
Canada,Rocher-de-Grand-Mère,230,"Hydro"
Canada,"Rock Forest",2.9,"Hydro"
Canada,"Rocky Pond",3.3,"Hydro"
Canada,Romaine-1,270,"Hydro"
Canada,Romaine-2,640,"Hydro"
Canada,Roncevaux,74.8,"Wind"
Canada,"Rose Blanche",6,"Hydro"
Canada,Roseway,2,"Hydro"
Canada,"Ruby Farms",2,"Solar"
Canada,Rundle,50,"Hydro"
Canada,Ruskin,105,"Hydro"
Canada,"Ruth Falls",7.1,"Hydro"
Canada,"Rutherford Creek",49.9,"Hydro"
Canada,Ryerse,9.1,"Solar"
Canada,S.P.C.,38,"Hydro"
Canada,"SEC Windsor",5.7,"Hydro"
Canada,"SSM 1 (Carpin Rd.)",12,"Solar"
Canada,"SSM 1 (Leigh's Bay Rd.)",12,"Solar"
Canada,"SSM 2/3",45,"Solar"
Canada,Sable,13.8,"Wind"
Canada,"Saint John",29.7,"Biomass"
Canada,"Saint Rose",2,"Wind"
